,index,rank,catchphrase,count
608,77,4 - High,Scooby Doo! Where are you?,0.0
609,77,4 - High,Groovy,0.0
610,77,4 - High,Jinkies!,
611,77,4 - High,Zoinks!,0.0
612,77,4 - High,Jeepers!,
613,77,4 - High,Just about wrapped up,
614,77,4 - High,Rooby rooby roo!,1.0
615,77,4 - High,My glasses!,
616,78,5 - Very High,Jeepers!,0.0
617,78,5 - Very High,Zoinks!,10.0
618,78,5 - Very High,Scooby Doo! Where are you?,0.0
619,78,5 - Very High,Just about wrapped up,1.0
620,78,5 - Very High,My glasses!,0.0
621,78,5 - Very High,Groovy,0.0
622,78,5 - Very High,Rooby rooby roo!,1.0
623,78,5 - Very High,Jinkies!,2.0
624,79,4 - High,Jinkies!,
625,79,4 - High,Just about wrapped up,
626,79,4 - High,Zoinks!,
627,79,4 - High,Rooby rooby roo!,
628,79,4 - High,Scooby Doo! Where are you?,
629,79,4 - High,Jeepers!,
630,79,4 - High,Groovy,
631,79,4 - High,My glasses!,
632,80,4 - High,Rooby rooby roo!,0.0
633,80,4 - High,My glasses!,
634,80,4 - High,Jinkies!,
635,80,4 - High,Scooby Doo! Where are you?,0.0
636,80,4 - High,Zoinks!,0.0
637,80,4 - High,Just about wrapped up,
638,80,4 - High,Groovy,0.0
639,80,4 - High,Jeepers!,
640,81,4 - High,Jinkies!,0.0
641,81,4 - High,Scooby Doo! Where are you?,0.0
642,81,4 - High,Just about wrapped up,0.0
643,81,4 - High,Groovy,0.0
644,81,4 - High,Jeepers!,7.0
645,81,4 - High,My glasses!,0.0
646,81,4 - High,Zoinks!,10.0
647,81,4 - High,Rooby rooby roo!,1.0
648,82,4 - High,My glasses!,
649,82,4 - High,Groovy,
650,82,4 - High,Jinkies!,
651,82,4 - High,Scooby Doo! Where are you?,
652,82,4 - High,Zoinks!,
653,82,4 - High,Jeepers!,
654,82,4 - High,Rooby rooby roo!,
655,82,4 - High,Just about wrapped up,
656,83,4 - High,Jinkies!,
657,83,4 - High,Groovy,
658,83,4 - High,Rooby rooby roo!,
659,83,4 - High,Just about wrapped up,
660,83,4 - High,Zoinks!,
661,83,4 - High,Scooby Doo! Where are you?,
662,83,4 - High,Jeepers!,
663,83,4 - High,My glasses!,
664,84,5 - Very High,Rooby rooby roo!,1.0
665,84,5 - Very High,Jeepers!,1.0
666,84,5 - Very High,Just about wrapped up,1.0
667,84,5 - Very High,Jinkies!,0.0
668,84,5 - Very High,Groovy,0.0
669,84,5 - Very High,My glasses!,0.0
670,84,5 - Very High,Zoinks!,9.0
671,84,5 - Very High,Scooby Doo! Where are you?,0.0
672,85,4 - High,Just about wrapped up,
673,85,4 - High,Rooby rooby roo!,0.0
674,85,4 - High,My glasses!,
675,85,4 - High,Groovy,0.0
676,85,4 - High,Jinkies!,
677,85,4 - High,Jeepers!,
678,85,4 - High,Scooby Doo! Where are you?,0.0
679,85,4 - High,Zoinks!,0.0
680,86,4 - High,Groovy,
681,86,4 - High,Scooby Doo! Where are you?,
682,86,4 - High,My glasses!,
683,86,4 - High,Jeepers!,
684,86,4 - High,Jinkies!,
685,86,4 - High,Rooby rooby roo!,
686,86,4 - High,Just about wrapped up,
687,86,4 - High,Zoinks!,
688,87,5 - Very High,Jeepers!,7.0
689,87,5 - Very High,Jinkies!,0.0
690,87,5 - Very High,My glasses!,0.0
691,87,5 - Very High,Rooby rooby roo!,1.0
692,87,5 - Very High,Groovy,0.0
693,87,5 - Very High,Scooby Doo! Where are you?,0.0
694,87,5 - Very High,Just about wrapped up,0.0
695,87,5 - Very High,Zoinks!,8.0
696,88,3 - Moderate,Jeepers!,
697,88,3 - Moderate,Groovy,0.0
698,88,3 - Moderate,My glasses!,
699,88,3 - Moderate,Just about wrapped up,
700,88,3 - Moderate,Zoinks!,0.0
701,88,3 - Moderate,Scooby Doo! Where are you?,1.0
702,88,3 - Moderate,Jinkies!,
703,88,3 - Moderate,Rooby rooby roo!,
704,89,3 - Moderate,Rooby rooby roo!,
705,89,3 - Moderate,Groovy,
706,89,3 - Moderate,Scooby Doo! Where are you?,
707,89,3 - Moderate,Zoinks!,
708,89,3 - Moderate,My glasses!,
709,89,3 - Moderate,Jinkies!,
710,89,3 - Moderate,Just about wrapped up,
711,89,3 - Moderate,Jeepers!,
712,90,4 - High,Rooby rooby roo!,1.0
713,90,4 - High,Groovy,0.0
714,90,4 - High,Scooby Doo! Where are you?,0.0
715,90,4 - High,My glasses!,0.0
716,90,4 - High,Jinkies!,2.0
717,90,4 - High,Just about wrapped up,0.0
718,90,4 - High,Jeepers!,0.0
719,90,4 - High,Zoinks!,10.0
720,91,3 - Moderate,My glasses!,
721,91,3 - Moderate,Just about wrapped up,
722,91,3 - Moderate,Rooby rooby roo!,
723,91,3 - Moderate,Scooby Doo! Where are you?,
724,91,3 - Moderate,Jinkies!,
725,91,3 - Moderate,Jeepers!,
726,91,3 - Moderate,Groovy,
727,91,3 - Moderate,Zoinks!,
728,92,3 - Moderate,Just about wrapped up,
729,92,3 - Moderate,Jeepers!,
730,92,3 - Moderate,Scooby Doo! Where are you?,0.0
731,92,3 - Moderate,My glasses!,
732,92,3 - Moderate,Jinkies!,
733,92,3 - Moderate,Rooby rooby roo!,0.0
734,92,3 - Moderate,Zoinks!,0.0
735,92,3 - Moderate,Groovy,0.0
736,93,3 - Moderate,My glasses!,
737,93,3 - Moderate,Zoinks!,
738,93,3 - Moderate,Jinkies!,
739,93,3 - Moderate,Scooby Doo! Where are you?,
740,93,3 - Moderate,Just about wrapped up,
741,93,3 - Moderate,Jeepers!,
742,93,3 - Moderate,Rooby rooby roo!,
743,93,3 - Moderate,Groovy,
744,94,3 - Moderate,Scooby Doo! Where are you?,
745,94,3 - Moderate,Rooby rooby roo!,0.0
746,94,3 - Moderate,Jeepers!,
747,94,3 - Moderate,Groovy,
748,94,3 - Moderate,Just about wrapped up,
749,94,3 - Moderate,Zoinks!,
750,94,3 - Moderate,My glasses!,
751,94,3 - Moderate,Jinkies!,
752,95,4 - High,My glasses!,
753,95,4 - High,Jeepers!,
754,95,4 - High,Jinkies!,
755,95,4 - High,Zoinks!,1.0
756,95,4 - High,Rooby rooby roo!,
757,95,4 - High,Scooby Doo! Where are you?,1.0
758,95,4 - High,Just about wrapped up,
759,95,4 - High,Groovy,0.0
760,96,4 - High,Zoinks!,
761,96,4 - High,Jinkies!,
762,96,4 - High,Just about wrapped up,
763,96,4 - High,My glasses!,
764,96,4 - High,Jeepers!,
765,96,4 - High,Scooby Doo! Where are you?,
766,96,4 - High,Rooby rooby roo!,1.0
767,96,4 - High,Groovy,
768,97,3 - Moderate,Rooby rooby roo!,1.0
769,97,3 - Moderate,Scooby Doo! Where are you?,
770,97,3 - Moderate,My glasses!,
771,97,3 - Moderate,Jinkies!,
772,97,3 - Moderate,Groovy,
773,97,3 - Moderate,Just about wrapped up,
774,97,3 - Moderate,Jeepers!,
775,97,3 - Moderate,Zoinks!,
776,98,3 - Moderate,Jinkies!,
777,98,3 - Moderate,Scooby Doo! Where are you?,0.0
778,98,3 - Moderate,Rooby rooby roo!,
779,98,3 - Moderate,My glasses!,
780,98,3 - Moderate,Jeepers!,
781,98,3 - Moderate,Just about wrapped up,
782,98,3 - Moderate,Groovy,0.0
783,98,3 - Moderate,Zoinks!,0.0
784,99,3 - Moderate,Zoinks!,0.0
785,99,3 - Moderate,Scooby Doo! Where are you?,0.0
786,99,3 - Moderate,Jeepers!,
787,99,3 - Moderate,My glasses!,
788,99,3 - Moderate,Just about wrapped up,
789,99,3 - Moderate,Jinkies!,
790,99,3 - Moderate,Groovy,0.0
791,99,3 - Moderate,Rooby rooby roo!,1.0
792,100,3 - Moderate,Scooby Doo! Where are you?,
793,100,3 - Moderate,Jeepers!,
794,100,3 - Moderate,Rooby rooby roo!,
795,100,3 - Moderate,Jinkies!,
796,100,3 - Moderate,Just about wrapped up,
797,100,3 - Moderate,My glasses!,
798,100,3 - Moderate,Zoinks!,
799,100,3 - Moderate,Groovy,
800,101,4 - High,Jinkies!,
801,101,4 - High,Scooby Doo! Where are you?,0.0
802,101,4 - High,Zoinks!,0.0
803,101,4 - High,Just about wrapped up,
804,101,4 - High,Rooby rooby roo!,0.0
805,101,4 - High,My glasses!,
806,101,4 - High,Jeepers!,
807,101,4 - High,Groovy,0.0
808,102,4 - High,Groovy,
809,102,4 - High,Scooby Doo! Where are you?,
810,102,4 - High,Just about wrapped up,
811,102,4 - High,Rooby rooby roo!,0.0
812,102,4 - High,Jeepers!,
813,102,4 - High,Zoinks!,
814,102,4 - High,Jinkies!,
815,102,4 - High,My glasses!,
816,103,4 - High,Scooby Doo! Where are you?,
817,103,4 - High,Zoinks!,
818,103,4 - High,Jinkies!,
819,103,4 - High,My glasses!,
820,103,4 - High,Jeepers!,
821,103,4 - High,Groovy,
822,103,4 - High,Rooby rooby roo!,
823,103,4 - High,Just about wrapped up,
824,104,4 - High,Scooby Doo! Where are you?,0.0
825,104,4 - High,Zoinks!,0.0
826,104,4 - High,My glasses!,
827,104,4 - High,Jeepers!,
828,104,4 - High,Jinkies!,
829,104,4 - High,Rooby rooby roo!,0.0
830,104,4 - High,Just about wrapped up,
831,104,4 - High,Groovy,0.0
832,105,4 - High,Just about wrapped up,
833,105,4 - High,Jeepers!,
834,105,4 - High,Scooby Doo! Where are you?,
835,105,4 - High,Groovy,
836,105,4 - High,Rooby rooby roo!,
837,105,4 - High,My glasses!,
838,105,4 - High,Jinkies!,
839,105,4 - High,Zoinks!,
840,106,4 - High,Jeepers!,
841,106,4 - High,My glasses!,
842,106,4 - High,Jinkies!,
843,106,4 - High,Just about wrapped up,
844,106,4 - High,Zoinks!,0.0
845,106,4 - High,Groovy,0.0
846,106,4 - High,Rooby rooby roo!,1.0
847,106,4 - High,Scooby Doo! Where are you?,0.0
848,107,4 - High,Scooby Doo! Where are you?,0.0
849,107,4 - High,My glasses!,
850,107,4 - High,Jinkies!,
851,107,4 - High,Rooby rooby roo!,0.0
852,107,4 - High,Groovy,0.0
853,107,4 - High,Just about wrapped up,
854,107,4 - High,Jeepers!,
855,107,4 - High,Zoinks!,0.0
856,108,4 - High,Zoinks!,
857,108,4 - High,Groovy,
858,108,4 - High,My glasses!,
859,108,4 - High,Scooby Doo! Where are you?,
860,108,4 - High,Rooby rooby roo!,
861,108,4 - High,Jeepers!,
862,108,4 - High,Jinkies!,
863,108,4 - High,Just about wrapped up,
864,109,5 - Very High,Zoinks!,10.0
865,109,5 - Very High,My glasses!,0.0
866,109,5 - Very High,Rooby rooby roo!,0.0
867,109,5 - Very High,Jeepers!,4.0
868,109,5 - Very High,Groovy,0.0
869,109,5 - Very High,Scooby Doo! Where are you?,0.0
870,109,5 - Very High,Just about wrapped up,0.0
871,109,5 - Very High,Jinkies!,0.0
872,110,4 - High,Groovy,
873,110,4 - High,Scooby Doo! Where are you?,
874,110,4 - High,My glasses!,
875,110,4 - High,Jeepers!,
876,110,4 - High,Zoinks!,
877,110,4 - High,Jinkies!,
878,110,4 - High,Just about wrapped up,
879,110,4 - High,Rooby rooby roo!,
880,111,4 - High,Jeepers!,
881,111,4 - High,Just about wrapped up,
882,111,4 - High,Groovy,0.0
883,111,4 - High,Rooby rooby roo!,0.0
884,111,4 - High,Zoinks!,0.0
885,111,4 - High,My glasses!,
886,111,4 - High,Scooby Doo! Where are you?,0.0
887,111,4 - High,Jinkies!,
888,112,4 - High,Groovy,0.0
889,112,4 - High,Rooby rooby roo!,1.0
890,112,4 - High,Zoinks!,9.0
891,112,4 - High,Scooby Doo! Where are you?,0.0
892,112,4 - High,Jinkies!,1.0
893,112,4 - High,My glasses!,0.0
894,112,4 - High,Just about wrapped up,0.0
895,112,4 - High,Jeepers!,2.0
896,113,4 - High,Scooby Doo! Where are you?,
897,113,4 - High,Jinkies!,
898,113,4 - High,Zoinks!,
899,113,4 - High,My glasses!,
900,113,4 - High,Just about wrapped up,
901,113,4 - High,Rooby rooby roo!,
902,113,4 - High,Groovy,
903,113,4 - High,Jeepers!,
904,114,4 - High,Zoinks!,
905,114,4 - High,Rooby rooby roo!,
906,114,4 - High,Jinkies!,
907,114,4 - High,Scooby Doo! Where are you?,
908,114,4 - High,Groovy,
909,114,4 - High,Just about wrapped up,
910,114,4 - High,Jeepers!,
911,114,4 - High,My glasses!,
912,115,4 - High,Jeepers!,6.0
913,115,4 - High,My glasses!,0.0
914,115,4 - High,Rooby rooby roo!,1.0
915,115,4 - High,Groovy,0.0
916,115,4 - High,Scooby Doo! Where are you?,1.0
917,115,4 - High,Zoinks!,8.0
918,115,4 - High,Jinkies!,0.0
919,115,4 - High,Just about wrapped up,1.0
920,116,3 - Moderate,Scooby Doo! Where are you?,
921,116,3 - Moderate,Jinkies!,
922,116,3 - Moderate,My glasses!,
923,116,3 - Moderate,Zoinks!,
924,116,3 - Moderate,Jeepers!,
925,116,3 - Moderate,Just about wrapped up,
926,116,3 - Moderate,Rooby rooby roo!,
927,116,3 - Moderate,Groovy,
928,117,3 - Moderate,Rooby rooby roo!,
929,117,3 - Moderate,Just about wrapped up,
930,117,3 - Moderate,My glasses!,
931,117,3 - Moderate,Jinkies!,
932,117,3 - Moderate,Zoinks!,
933,117,3 - Moderate,Scooby Doo! Where are you?,
934,117,3 - Moderate,Groovy,
935,117,3 - Moderate,Jeepers!,
936,118,5 - Very High,Just about wrapped up,0.0
937,118,5 - Very High,Rooby rooby roo!,1.0
938,118,5 - Very High,Groovy,0.0
939,118,5 - Very High,Zoinks!,7.0
940,118,5 - Very High,Jinkies!,0.0
941,118,5 - Very High,My glasses!,0.0
942,118,5 - Very High,Jeepers!,3.0
943,118,5 - Very High,Scooby Doo! Where are you?,0.0
944,119,3 - Moderate,Scooby Doo! Where are you?,0.0
945,119,3 - Moderate,Rooby rooby roo!,0.0
946,119,3 - Moderate,My glasses!,
947,119,3 - Moderate,Zoinks!,1.0
948,119,3 - Moderate,Jeepers!,
949,119,3 - Moderate,Just about wrapped up,
950,119,3 - Moderate,Jinkies!,
951,119,3 - Moderate,Groovy,0.0
952,120,3 - Moderate,Scooby Doo! Where are you?,
953,120,3 - Moderate,Jinkies!,
954,120,3 - Moderate,Rooby rooby roo!,0.0
955,120,3 - Moderate,Zoinks!,
956,120,3 - Moderate,Groovy,
957,120,3 - Moderate,Jeepers!,
958,120,3 - Moderate,My glasses!,
959,120,3 - Moderate,Just about wrapped up,
960,121,5 - Very High,Groovy,0.0
961,121,5 - Very High,My glasses!,0.0
962,121,5 - Very High,Rooby rooby roo!,1.0
963,121,5 - Very High,Just about wrapped up,0.0
964,121,5 - Very High,Jinkies!,2.0
965,121,5 - Very High,Zoinks!,9.0
966,121,5 - Very High,Jeepers!,7.0
967,121,5 - Very High,Scooby Doo! Where are you?,2.0
968,122,3 - Moderate,Jeepers!,
969,122,3 - Moderate,My glasses!,
970,122,3 - Moderate,Scooby Doo! Where are you?,
971,122,3 - Moderate,Rooby rooby roo!,
972,122,3 - Moderate,Groovy,
973,122,3 - Moderate,Jinkies!,
974,122,3 - Moderate,Zoinks!,
975,122,3 - Moderate,Just about wrapped up,
976,123,3 - Moderate,My glasses!,
977,123,3 - Moderate,Zoinks!,
978,123,3 - Moderate,Jinkies!,
979,123,3 - Moderate,Jeepers!,
980,123,3 - Moderate,Rooby rooby roo!,
981,123,3 - Moderate,Just about wrapped up,
982,123,3 - Moderate,Scooby Doo! Where are you?,
983,123,3 - Moderate,Groovy,
984,124,5 - Very High,Zoinks!,7.0
985,124,5 - Very High,Rooby rooby roo!,1.0
986,124,5 - Very High,My glasses!,0.0
987,124,5 - Very High,Jinkies!,1.0
988,124,5 - Very High,Scooby Doo! Where are you?,0.0
989,124,5 - Very High,Jeepers!,4.0
990,124,5 - Very High,Groovy,0.0
991,124,5 - Very High,Just about wrapped up,0.0
992,125,3 - Moderate,Rooby rooby roo!,
993,125,3 - Moderate,Jinkies!,
994,125,3 - Moderate,Scooby Doo! Where are you?,
995,125,3 - Moderate,My glasses!,
996,125,3 - Moderate,Jeepers!,
997,125,3 - Moderate,Just about wrapped up,
998,125,3 - Moderate,Zoinks!,
999,125,3 - Moderate,Groovy,
1000,126,3 - Moderate,Zoinks!,
1001,126,3 - Moderate,Groovy,
1002,126,3 - Moderate,Jinkies!,
1003,126,3 - Moderate,Jeepers!,
1004,126,3 - Moderate,My glasses!,
1005,126,3 - Moderate,Scooby Doo! Where are you?,
1006,126,3 - Moderate,Just about wrapped up,
1007,126,3 - Moderate,Rooby rooby roo!,
1008,127,5 - Very High,Just about wrapped up,0.0
1009,127,5 - Very High,Scooby Doo! Where are you?,1.0
1010,127,5 - Very High,Jinkies!,2.0
1011,127,5 - Very High,Groovy,0.0
1012,127,5 - Very High,Rooby rooby roo!,1.0
1013,127,5 - Very High,My glasses!,0.0
1014,127,5 - Very High,Zoinks!,9.0
1015,127,5 - Very High,Jeepers!,6.0
1016,128,3 - Moderate,Scooby Doo! Where are you?,0.0
1017,128,3 - Moderate,Rooby rooby roo!,0.0
1018,128,3 - Moderate,Jeepers!,
1019,128,3 - Moderate,Jinkies!,
1020,128,3 - Moderate,Zoinks!,0.0
1021,128,3 - Moderate,Just about wrapped up,
1022,128,3 - Moderate,Groovy,0.0
1023,128,3 - Moderate,My glasses!,
1024,129,3 - Moderate,Rooby rooby roo!,
1025,129,3 - Moderate,Jinkies!,
1026,129,3 - Moderate,Just about wrapped up,
1027,129,3 - Moderate,Scooby Doo! Where are you?,
1028,129,3 - Moderate,Jeepers!,
1029,129,3 - Moderate,My glasses!,
1030,129,3 - Moderate,Groovy,
1031,129,3 - Moderate,Zoinks!,
1032,130,4 - High,Rooby rooby roo!,1.0
1033,130,4 - High,Jeepers!,7.0
1034,130,4 - High,Jinkies!,2.0
1035,130,4 - High,Zoinks!,8.0
1036,130,4 - High,Scooby Doo! Where are you?,0.0
1037,130,4 - High,Groovy,0.0
1038,130,4 - High,My glasses!,0.0
1039,130,4 - High,Just about wrapped up,0.0
1040,131,4 - High,My glasses!,
1041,131,4 - High,Jinkies!,
1042,131,4 - High,Rooby rooby roo!,
1043,131,4 - High,Scooby Doo! Where are you?,
1044,131,4 - High,Zoinks!,
1045,131,4 - High,Just about wrapped up,
1046,131,4 - High,Groovy,
1047,131,4 - High,Jeepers!,
1048,132,4 - High,Just about wrapped up,
1049,132,4 - High,Jinkies!,
1050,132,4 - High,My glasses!,
1051,132,4 - High,Jeepers!,
1052,132,4 - High,Scooby Doo! Where are you?,0.0
1053,132,4 - High,Groovy,0.0
1054,132,4 - High,Zoinks!,0.0
1055,132,4 - High,Rooby rooby roo!,0.0
1056,133,5 - Very High,Groovy,0.0
1057,133,5 - Very High,Zoinks!,0.0
1058,133,5 - Very High,Jeepers!,0.0
1059,133,5 - Very High,Jinkies!,0.0
1060,133,5 - Very High,Just about wrapped up,0.0
1061,133,5 - Very High,Scooby Doo! Where are you?,1.0
1062,133,5 - Very High,Rooby rooby roo!,0.0
1063,133,5 - Very High,My glasses!,0.0
1064,134,5 - Very High,Scooby Doo! Where are you?,1.0
1065,134,5 - Very High,Jinkies!,0.0
1066,134,5 - Very High,Just about wrapped up,0.0
1067,134,5 - Very High,My glasses!,0.0
1068,134,5 - Very High,Rooby rooby roo!,0.0
1069,134,5 - Very High,Zoinks!,0.0
1070,134,5 - Very High,Jeepers!,0.0
1071,134,5 - Very High,Groovy,0.0
1072,135,5 - Very High,Groovy,0.0
1073,135,5 - Very High,Scooby Doo! Where are you?,0.0
1074,135,5 - Very High,Zoinks!,0.0
1075,135,5 - Very High,Just about wrapped up,0.0
1076,135,5 - Very High,Jeepers!,0.0
1077,135,5 - Very High,My glasses!,0.0
1078,135,5 - Very High,Rooby rooby roo!,3.0
1079,135,5 - Very High,Jinkies!,0.0
1080,136,5 - Very High,My glasses!,0.0
1081,136,5 - Very High,Zoinks!,0.0
1082,136,5 - Very High,Just about wrapped up,0.0
1083,136,5 - Very High,Scooby Doo! Where are you?,0.0
1084,136,5 - Very High,Rooby rooby roo!,2.0
1085,136,5 - Very High,Jinkies!,0.0
1086,136,5 - Very High,Jeepers!,0.0
1087,136,5 - Very High,Groovy,0.0
1088,137,5 - Very High,Groovy,0.0
1089,137,5 - Very High,Just about wrapped up,0.0
1090,137,5 - Very High,Rooby rooby roo!,1.0
1091,137,5 - Very High,Zoinks!,4.0
1092,137,5 - Very High,My glasses!,0.0
1093,137,5 - Very High,Scooby Doo! Where are you?,0.0
1094,137,5 - Very High,Jinkies!,2.0
1095,137,5 - Very High,Jeepers!,0.0
1096,138,4 - High,My glasses!,0.0
1097,138,4 - High,Rooby rooby roo!,1.0
1098,138,4 - High,Just about wrapped up,0.0
1099,138,4 - High,Jinkies!,1.0
1100,138,4 - High,Jeepers!,0.0
1101,138,4 - High,Zoinks!,3.0
1102,138,4 - High,Groovy,0.0
1103,138,4 - High,Scooby Doo! Where are you?,1.0
1104,139,4 - High,Jeepers!,0.0
1105,139,4 - High,Zoinks!,1.0
1106,139,4 - High,Rooby rooby roo!,1.0
1107,139,4 - High,Jinkies!,4.0
1108,139,4 - High,Groovy,0.0
1109,139,4 - High,Scooby Doo! Where are you?,0.0
1110,139,4 - High,My glasses!,0.0
1111,139,4 - High,Just about wrapped up,0.0
1112,140,4 - High,Just about wrapped up,0.0
1113,140,4 - High,Jinkies!,3.0
1114,140,4 - High,My glasses!,0.0
1115,140,4 - High,Jeepers!,0.0
1116,140,4 - High,Zoinks!,4.0
1117,140,4 - High,Scooby Doo! Where are you?,0.0
1118,140,4 - High,Groovy,0.0
1119,140,4 - High,Rooby rooby roo!,1.0
1120,141,5 - Very High,Rooby rooby roo!,0.0
1121,141,5 - Very High,Zoinks!,3.0
1122,141,5 - Very High,Just about wrapped up,0.0
1123,141,5 - Very High,Jeepers!,0.0
1124,141,5 - Very High,Scooby Doo! Where are you?,0.0
1125,141,5 - Very High,Groovy,0.0
1126,141,5 - Very High,Jinkies!,1.0
1127,141,5 - Very High,My glasses!,0.0
1128,142,5 - Very High,Scooby Doo! Where are you?,0.0
1129,142,5 - Very High,Jinkies!,3.0
1130,142,5 - Very High,Groovy,0.0
1131,142,5 - Very High,My glasses!,0.0
1132,142,5 - Very High,Just about wrapped up,0.0
1133,142,5 - Very High,Jeepers!,0.0
1134,142,5 - Very High,Rooby rooby roo!,1.0
1135,142,5 - Very High,Zoinks!,2.0
1136,143,5 - Very High,Jinkies!,2.0
1137,143,5 - Very High,Scooby Doo! Where are you?,0.0
1138,143,5 - Very High,Jeepers!,0.0
1139,143,5 - Very High,Just about wrapped up,0.0
1140,143,5 - Very High,Rooby rooby roo!,0.0
1141,143,5 - Very High,My glasses!,0.0
1142,143,5 - Very High,Zoinks!,10.0
1143,143,5 - Very High,Groovy,0.0
1144,144,4 - High,Jinkies!,3.0
1145,144,4 - High,Rooby rooby roo!,1.0
1146,144,4 - High,My glasses!,0.0
1147,144,4 - High,Jeepers!,0.0
1148,144,4 - High,Groovy,0.0
1149,144,4 - High,Scooby Doo! Where are you?,0.0
1150,144,4 - High,Just about wrapped up,0.0
1151,144,4 - High,Zoinks!,4.0
1152,145,5 - Very High,Jinkies!,1.0
1153,145,5 - Very High,Scooby Doo! Where are you?,0.0
1154,145,5 - Very High,Just about wrapped up,0.0
1155,145,5 - Very High,Rooby rooby roo!,1.0
1156,145,5 - Very High,Jeepers!,0.0
1157,145,5 - Very High,My glasses!,0.0
1158,145,5 - Very High,Zoinks!,3.0
1159,145,5 - Very High,Groovy,0.0
1160,146,4 - High,Jinkies!,4.0
1161,146,4 - High,Groovy,0.0
1162,146,4 - High,Jeepers!,1.0
1163,146,4 - High,Just about wrapped up,0.0
1164,146,4 - High,My glasses!,0.0
1165,146,4 - High,Zoinks!,8.0
1166,146,4 - High,Scooby Doo! Where are you?,0.0
1167,146,4 - High,Rooby rooby roo!,0.0
1168,147,5 - Very High,Jinkies!,0.0
1169,147,5 - Very High,My glasses!,0.0
1170,147,5 - Very High,Zoinks!,3.0
1171,147,5 - Very High,Scooby Doo! Where are you?,0.0
1172,147,5 - Very High,Groovy,0.0
1173,147,5 - Very High,Rooby rooby roo!,1.0
1174,147,5 - Very High,Just about wrapped up,0.0
1175,147,5 - Very High,Jeepers!,1.0
1176,148,4 - High,Groovy,0.0
1177,148,4 - High,Rooby rooby roo!,1.0
1178,148,4 - High,Just about wrapped up,0.0
1179,148,4 - High,My glasses!,0.0
1180,148,4 - High,Jeepers!,1.0
1181,148,4 - High,Jinkies!,1.0
1182,148,4 - High,Scooby Doo! Where are you?,0.0
1183,148,4 - High,Zoinks!,2.0
1184,149,5 - Very High,Scooby Doo! Where are you?,0.0
1185,149,5 - Very High,Jeepers!,0.0
1186,149,5 - Very High,Just about wrapped up,0.0
1187,149,5 - Very High,Jinkies!,3.0
1188,149,5 - Very High,Groovy,0.0
1189,149,5 - Very High,Zoinks!,6.0
1190,149,5 - Very High,Rooby rooby roo!,1.0
1191,149,5 - Very High,My glasses!,0.0
1192,150,5 - Very High,Rooby rooby roo!,1.0
1193,150,5 - Very High,Scooby Doo! Where are you?,0.0
1194,150,5 - Very High,Zoinks!,3.0
1195,150,5 - Very High,Groovy,0.0
1196,150,5 - Very High,My glasses!,0.0
1197,150,5 - Very High,Jeepers!,0.0
1198,150,5 - Very High,Just about wrapped up,0.0
1199,150,5 - Very High,Jinkies!,3.0
1200,151,4 - High,Jeepers!,2.0
